name,position,team,total_points,was_home,GW,strength,enemy_strength_ovr,enemy_attack_ovr,enemy_defence_ovr,bps_last5_mean,clean_sheets_last5_mean,clearances_blocks_interceptions_last5_mean,creativity_last5_mean,defensive_contribution_last5_mean,expected_goal_involvements_last5_mean,expected_goals_conceded_last5_mean,goals_conceded_last5_mean,goals_scored_last5_mean,ict_index_last5_mean,influence_last5_mean,recoveries_last5_mean,tackles_last5_mean,threat_last5_mean,yellow_cards_last5_mean,minutes_last5_mean
João Victor Gomes da Silva,1,Wolves,3,1,12,3,1165,1150,1180,12.8,0.2,3.2,11.88,10.6,0.12,1.27,1.6,0.0,2.86,11.6,4.4,3.0,5.0,0.2,81.6
João Victor Gomes da Silva,1,Wolves,4,0,13,3,1185,1170,1200,11.4,0.2,3.0,10.24,10.4,0.07,1.42,1.4,0.0,2.62,11.84,4.4,3.0,4.0,0.4,81.6
João Victor Gomes da Silva,1,Wolves,1,1,14,3,1100,1100,1100,14.6,0.0,3.2,11.66,11.6,0.11,1.48,1.6,0.0,3.36,13.96,5.2,3.2,7.8,0.2,87.0
João Victor Gomes da Silva,1,Wolves,5,0,16,5,1375,1400,1350,13.6,0.0,2.4,9.42,11.0,0.11,1.39,1.6,0.0,2.78,11.16,5.8,2.8,7.0,0.4,85.8
João Victor Gomes da Silva,1,Wolves,1,1,17,3,1135,1100,1170,13.4,0.0,2.0,6.82,11.4,0.08,1.49,1.8,0.0,2.36,10.52,6.6,2.8,6.0,0.4,88.8
João Victor Gomes da Silva,1,Wolves,4,0,18,4,1265,1210,1320,13.6,0.0,2.4,6.38,11.6,0.08,1.08,1.6,0.0,2.32,10.6,6.8,2.4,6.0,0.6,88.8
João Victor Gomes da Silva,1,Wolves,4,0,19,3,1205,1150,1260,15.6,0.0,2.8,8.16,12.6,0.06,1.14,1.6,0.0,2.32,9.92,7.4,2.4,5.0,0.4,88.8
João Victor Gomes da Silva,1,Wolves,1,1,20,3,1075,1050,1100,15.0,0.0,3.2,6.9,12.2,0.03,1.11,1.6,0.0,1.9,10.8,6.6,2.4,1.2,0.4,88.8
João Victor Gomes da Silva,1,Wolves,4,0,21,3,1130,1130,1130,15.4,0.0,3.4,9.64,11.8,0.07,0.96,1.4,0.0,2.28,11.88,6.2,2.2,1.2,0.2,81.0
João Victor Gomes da Silva,1,Wolves,3,1,22,3,1160,1170,1150,16.6,0.0,3.6,9.2,12.8,0.09,0.91,1.2,0.0,3.14,14.88,6.6,2.6,7.2,0.2,81.0
João Victor Gomes da Silva,1,Wolves,3,0,23,4,1305,1230,1380,17.2,0.2,3.2,16.46,12.8,0.12,0.74,0.8,0.0,4.3,18.36,6.2,3.4,8.0,0.0,77.0
João Victor Gomes da Silva,1,Wolves,3,1,24,3,1150,1100,1200,15.0,0.2,2.8,18.6,11.8,0.13,0.6,0.8,0.0,4.48,17.72,5.4,3.6,8.2,0.2,77.0
Joël Veltman,0,Brighton,0,0,6,3,1190,1160,1220,9.67,0.0,5.33,6.6,10.0,0.0,1.5,1.67,0.0,2.8,19.2,3.67,4.67,2.0,0.33,90.0
Joël Veltman,0,Brighton,10,0,19,3,1075,1050,1100,7.0,0.0,5.25,4.98,9.0,0.0,1.46,1.5,0.0,2.38,17.05,3.0,3.75,1.5,0.5,81.0
Joël Veltman,0,Brighton,6,1,20,3,1055,1010,1100,10.0,0.0,5.8,4.64,9.4,0.13,1.58,1.6,0.2,3.68,23.8,3.2,3.6,8.2,0.4,82.8
Joël Veltman,0,Brighton,2,1,22,3,1150,1100,1200,15.0,0.2,6.8,6.78,10.2,0.18,1.27,1.4,0.2,4.18,25.68,3.8,3.4,9.2,0.2,82.8
Joško Gvardiol,0,Man City,12,0,7,3,1175,1110,1240,17.33,0.33,7.0,8.57,7.67,0.08,0.96,0.67,0.0,3.13,21.67,3.0,0.67,1.33,0.0,83.0
Joško Gvardiol,0,Man City,2,0,9,3,1185,1170,1200,23.25,0.5,6.75,10.0,7.5,0.08,0.93,0.5,0.0,4.18,26.6,2.5,0.75,5.25,0.0,84.75
Joško Gvardiol,0,Man City,2,1,10,3,1150,1100,1200,19.8,0.4,5.8,9.06,6.6,0.09,0.9,0.6,0.0,3.74,22.2,3.0,0.8,6.2,0.0,85.8
Joško Gvardiol,0,Man City,6,1,11,4,1230,1170,1290,17.4,0.2,6.0,9.02,7.0,0.09,0.75,0.8,0.0,3.84,23.16,3.2,1.0,6.2,0.0,85.8
Joško Gvardiol,0,Man City,1,0,12,3,1220,1180,1260,19.4,0.4,4.4,9.18,5.2,0.09,0.7,0.6,0.0,3.46,18.76,2.8,0.8,6.6,0.0,85.8
Joško Gvardiol,0,Man City,6,1,13,3,1095,1080,1110,18.2,0.4,3.8,6.02,5.2,0.05,1.06,0.8,0.0,2.92,17.0,2.6,1.4,6.2,0.0,90.0
Joško Gvardiol,0,Man City,0,0,14,3,1130,1140,1120,12.6,0.2,3.2,6.02,4.6,0.22,1.2,1.2,0.2,3.52,16.76,3.6,1.4,12.4,0.2,90.0
Joško Gvardiol,0,Man City,12,1,15,3,1100,1100,1100,12.8,0.2,4.2,5.2,5.6,0.2,1.22,1.8,0.2,3.56,19.52,3.4,1.4,10.8,0.2,90.0
Joško Gvardiol,0,Man City,8,0,16,3,1205,1150,1260,18.2,0.4,4.2,5.68,5.4,0.24,1.21,1.6,0.4,4.92,26.08,3.8,1.2,17.4,0.4,85.8
Joško Gvardiol,0,Man City,6,1,17,3,1075,1050,1100,18.6,0.4,5.4,6.0,6.4,0.25,1.45,1.6,0.4,5.58,28.84,3.6,1.0,20.8,0.4,85.8
Joško Gvardiol,0,Man City,8,0,18,3,1130,1110,1150,21.4,0.6,5.8,5.16,6.2,0.31,1.19,1.2,0.4,5.62,27.32,4.8,0.4,23.4,0.4,85.8
Joško Gvardiol,0,Man City,1,1,20,3,1180,1140,1220,23.8,0.6,7.2,5.44,8.0,0.14,1.0,1.0,0.2,4.88,28.92,3.8,0.8,14.2,0.2,85.8
Jurriën Timber,0,Arsenal,1,1,5,4,1250,1210,1290,37.33,0.67,3.67,17.97,6.33,0.44,0.3,0.33,0.67,10.07,42.07,2.33,2.67,40.33,0.0,81.0
Jurriën Timber,0,Arsenal,2,0,6,3,1220,1180,1260,32.0,0.5,3.0,16.95,6.75,0.34,0.38,0.5,0.5,8.52,35.8,2.5,3.75,32.25,0.25,80.5
Jurriën Timber,0,Arsenal,11,1,7,3,1075,1050,1100,27.6,0.4,3.2,21.2,6.6,0.42,0.43,0.6,0.4,8.58,33.56,2.8,3.4,30.8,0.2,82.4
Jurriën Timber,0,Arsenal,6,0,8,3,1130,1140,1120,22.6,0.4,3.4,18.86,7.2,0.29,0.49,0.6,0.0,5.92,18.6,3.2,3.8,21.6,0.2,87.8
Jurriën Timber,0,Arsenal,6,1,9,3,1165,1150,1180,26.6,0.6,2.8,22.74,6.6,0.29,0.48,0.4,0.0,6.32,19.68,3.4,3.8,20.6,0.2,87.8
Jurriën Timber,0,Arsenal,6,0,10,3,1095,1090,1100,24.2,0.6,2.4,23.48,6.2,0.23,0.53,0.4,0.0,5.58,18.08,3.8,3.8,14.0,0.2,87.8
Jurriën Timber,0,Arsenal,1,0,11,3,1145,1120,1170,25.0,0.8,2.6,20.94,5.4,0.26,0.49,0.2,0.0,5.28,15.76,3.8,2.8,15.8,0.0,90.0
Jurriën Timber,0,Arsenal,5,1,12,3,1165,1130,1200,24.4,0.8,2.0,14.56,5.0,0.12,0.45,0.4,0.0,4.06,13.44,3.6,3.0,12.4,0.0,90.0
Jurriën Timber,0,Arsenal,2,0,13,3,1190,1160,1220,17.0,0.6,1.6,14.16,3.4,0.19,0.37,0.6,0.0,3.74,12.4,3.8,1.8,10.6,0.0,90.0
Jurriën Timber,0,Arsenal,3,0,15,3,1185,1170,1200,13.2,0.4,1.8,8.42,3.8,0.23,0.44,0.8,0.0,3.02,11.08,3.6,2.0,10.6,0.0,90.0
Jurriën Timber,0,Arsenal,2,1,16,3,1070,1050,1090,9.6,0.2,2.8,5.44,5.0,0.27,0.78,1.2,0.0,3.0,13.52,3.6,2.2,11.0,0.0,90.0
Jurriën Timber,0,Arsenal,6,0,17,3,1130,1130,1130,7.0,0.0,2.8,8.5,4.6,0.27,0.77,1.4,0.0,3.22,14.04,3.4,1.8,9.6,0.0,90.0
Jurriën Timber,0,Arsenal,9,1,19,3,1145,1150,1140,10.8,0.2,2.6,9.9,4.4,0.37,0.72,1.0,0.0,3.54,13.24,4.0,1.8,12.2,0.0,90.0
Jurriën Timber,0,Arsenal,3,0,20,3,1220,1240,1200,15.2,0.4,2.8,11.4,4.8,0.32,0.84,0.8,0.0,3.94,14.48,3.4,2.0,13.4,0.0,88.4
Jurriën Timber,0,Arsenal,6,1,21,4,1230,1170,1290,15.2,0.4,3.8,15.24,5.6,0.26,0.97,1.0,0.0,4.72,18.76,3.6,1.8,13.0,0.0,88.4
Jurriën Timber,0,Arsenal,5,0,22,3,1130,1110,1150,18.6,0.6,3.4,15.62,4.6,0.22,0.61,0.6,0.0,4.58,16.16,3.4,1.2,13.8,0.0,88.4
Jurriën Timber,0,Arsenal,1,1,23,3,1135,1100,1170,20.6,0.8,3.4,12.76,4.6,0.2,0.6,0.4,0.0,4.06,14.64,3.2,1.2,13.0,0.2,88.4
Jurriën Timber,0,Arsenal,5,0,24,3,1145,1100,1190,15.0,0.6,3.4,10.56,4.4,0.09,0.7,1.0,0.0,3.4,13.92,2.2,1.0,9.2,0.2,88.4
Justin Devenny,1,Crystal Palace,3,1,21,3,1145,1150,1140,8.67,0.0,0.33,15.87,5.67,0.22,0.86,1.0,0.0,4.67,6.8,3.67,1.67,24.0,0.0,76.67
Justin Devenny,1,Crystal Palace,2,0,22,3,1145,1120,1170,7.25,0.25,1.25,15.37,6.0,0.23,1.06,0.75,0.0,4.5,8.15,3.0,1.75,21.5,0.0,79.75
Justin Kluivert,1,Bournemouth,2,0,11,3,1185,1170,1200,3.67,0.33,0.67,17.47,3.67,0.14,1.33,1.33,0.0,2.53,4.0,2.33,0.67,3.67,0.33,67.33
Justin Kluivert,1,Bournemouth,2,1,14,3,1100,1110,1090,3.75,0.25,0.75,16.32,4.0,0.12,1.21,1.5,0.0,2.47,4.75,2.5,0.75,3.5,0.25,66.0
Justin Kluivert,1,Bournemouth,3,1,15,3,1180,1140,1220,4.8,0.4,0.6,16.38,3.8,0.13,1.22,1.2,0.0,2.48,4.64,2.4,0.8,3.6,0.4,66.6
Justin Kluivert,1,Bournemouth,2,0,16,3,1205,1150,1260,5.0,0.6,0.6,15.64,4.8,0.13,1.13,0.8,0.0,2.44,4.52,3.0,1.2,4.0,0.4,69.4
Justin Kluivert,1,Bournemouth,3,1,17,3,1055,1010,1100,7.0,0.6,0.4,17.38,5.4,0.12,1.29,1.2,0.0,2.7,4.44,4.2,0.8,5.0,0.4,72.4
Justin Kluivert,1,Bournemouth,9,0,19,3,1190,1160,1220,9.0,0.6,0.6,19.6,5.2,0.1,1.26,1.2,0.0,2.88,4.92,3.8,0.8,4.2,0.2,71.4
Justin Kluivert,1,Bournemouth,2,1,20,5,1300,1340,1260,15.2,0.6,0.6,22.3,6.4,0.27,1.51,1.2,0.2,4.5,12.04,4.8,1.0,10.6,0.2,77.0
Jérémy Doku,1,Man City,10,1,6,3,1055,1010,1100,16.33,1.0,0.33,26.37,4.67,0.35,0.43,0.0,0.0,5.3,18.4,3.0,1.33,8.33,0.0,75.67
Jérémy Doku,1,Man City,1,1,8,3,1100,1110,1090,23.0,0.75,0.25,32.3,4.25,0.42,0.42,0.25,0.0,8.57,25.1,2.75,1.25,28.5,0.0,79.25
Jérémy Doku,1,Man City,2,1,10,3,1150,1100,1200,20.2,0.6,0.2,33.08,3.8,0.44,0.47,0.2,0.0,8.44,22.04,2.6,1.0,29.4,0.0,75.0
Jérémy Doku,1,Man City,11,1,11,4,1230,1170,1290,21.8,0.4,0.4,41.52,4.4,0.47,0.54,0.4,0.0,9.78,25.2,2.8,1.2,31.0,0.0,76.4
Jérémy Doku,1,Man City,2,0,12,3,1220,1180,1260,23.6,0.4,0.2,38.3,4.6,0.36,0.58,0.4,0.2,10.64,27.32,3.2,1.2,40.8,0.0,75.8
Jérémy Doku,1,Man City,2,1,13,3,1095,1080,1110,25.6,0.2,0.6,45.54,4.8,0.42,0.87,0.8,0.2,11.58,28.68,3.4,0.8,41.6,0.0,73.6
Jérémy Doku,1,Man City,8,0,14,3,1130,1140,1120,21.0,0.2,0.6,47.48,5.4,0.43,1.1,1.0,0.2,9.88,23.92,3.8,1.0,27.4,0.0,73.6
Jérémy Doku,1,Man City,3,1,15,3,1100,1100,1100,23.8,0.2,1.0,44.02,6.0,0.4,1.05,1.4,0.2,9.4,25.68,4.0,1.0,24.2,0.0,74.6
Jérémy Doku,1,Man City,8,1,21,3,1150,1090,1210,26.0,0.4,0.8,47.06,6.0,0.44,1.05,1.2,0.2,10.14,25.68,4.4,0.8,28.6,0.0,78.2
Jérémy Doku,1,Man City,2,0,22,3,1205,1150,1260,23.4,0.2,1.0,47.74,6.8,0.48,1.22,1.4,0.0,8.8,18.2,4.6,1.2,22.0,0.0,81.6
Keane Lewis-Potter,0,Brentford,1,1,4,3,1180,1140,1220,12.33,0.67,3.0,1.87,4.67,0.04,1.18,1.0,0.0,1.23,7.4,3.67,1.67,3.0,0.0,76.33
Keane Lewis-Potter,0,Brentford,1,0,5,3,1130,1140,1120,9.5,0.5,2.5,5.28,4.0,0.04,1.17,1.25,0.0,1.52,6.6,3.5,1.5,3.25,0.0,79.5
Keane Lewis-Potter,0,Brentford,6,1,16,3,1095,1080,1110,6.8,0.4,2.0,5.08,3.2,0.04,1.14,1.6,0.0,1.36,5.44,3.2,1.2,3.0,0.0,76.6
Keane Lewis-Potter,0,Brentford,21,0,17,3,1085,1050,1120,12.6,0.6,1.6,5.86,2.4,0.06,0.91,1.0,0.0,1.7,5.6,2.8,0.8,5.4,0.0,75.0
Keane Lewis-Potter,0,Brentford,2,1,18,3,1150,1100,1200,18.6,0.6,1.4,8.16,2.2,0.21,0.93,1.0,0.4,4.48,19.28,2.4,0.8,17.2,0.0,75.0
Keane Lewis-Potter,0,Brentford,6,1,19,3,1165,1130,1200,15.0,0.4,0.8,12.64,1.4,0.22,1.36,1.2,0.4,5.1,19.36,1.8,0.6,18.8,0.0,78.4
Keane Lewis-Potter,0,Brentford,6,1,21,3,1100,1100,1100,19.4,0.6,0.8,10.1,1.4,0.27,1.33,0.8,0.4,5.02,19.32,3.0,0.6,20.6,0.0,78.6
Kenny Tete,0,Fulham,6,1,4,3,1095,1080,1110,13.0,0.0,4.0,7.77,7.33,0.15,1.82,1.33,0.0,3.0,17.53,3.33,3.33,4.67,0.0,90.0
Kenny Tete,0,Fulham,2,1,5,3,1135,1100,1170,16.25,0.25,3.75,6.7,7.0,0.12,1.56,1.0,0.0,2.62,16.0,3.0,3.25,3.5,0.0,90.0
Kenny Tete,0,Fulham,2,0,9,3,1220,1180,1260,15.2,0.2,4.0,8.1,7.2,0.1,1.37,1.0,0.0,2.84,17.36,3.2,3.2,2.8,0.0,90.0
Kenny Tete,0,Fulham,6,1,10,3,1070,1050,1090,13.4,0.2,4.4,8.06,7.8,0.1,1.5,1.2,0.0,3.0,18.96,3.0,3.4,2.8,0.2,90.0
Kenny Tete,0,Fulham,3,0,11,3,1130,1130,1130,15.4,0.4,4.6,7.12,7.6,0.05,1.22,1.0,0.0,3.24,18.52,3.0,3.0,6.6,0.2,90.0
Kenny Tete,0,Fulham,6,1,12,3,1100,1100,1100,17.6,0.4,4.8,9.32,8.0,0.04,1.04,1.0,0.0,3.46,19.4,4.4,3.2,5.8,0.2,90.0
Kenny Tete,0,Fulham,12,0,13,3,1175,1150,1200,16.6,0.4,4.8,11.96,7.8,0.05,0.91,1.0,0.0,3.76,19.44,4.0,3.0,6.2,0.2,90.0
Kenny Tete,0,Fulham,0,1,14,4,1250,1210,1290,20.4,0.4,6.2,9.34,9.8,0.05,0.97,1.0,0.2,4.58,28.2,3.8,3.6,8.4,0.2,90.0
Kenny Tete,0,Fulham,3,1,15,3,1165,1150,1180,18.6,0.4,5.0,9.3,8.6,0.05,0.85,1.2,0.2,4.32,25.72,3.4,3.6,8.4,0.0,81.0
Kenny Tete,0,Fulham,2,0,16,3,1095,1090,1100,16.2,0.2,6.2,10.28,10.4,0.05,1.13,1.6,0.2,4.48,29.44,4.2,4.2,5.2,0.0,81.0
Kenny Tete,0,Fulham,9,1,17,3,1100,1100,1100,13.6,0.2,6.2,7.9,10.0,0.04,1.33,1.6,0.2,4.14,28.28,3.6,3.8,5.2,0.2,81.0
Kenny Tete,0,Fulham,6,0,18,3,1075,1050,1100,15.6,0.2,6.4,7.82,10.4,0.09,1.42,1.6,0.2,4.2,29.32,4.2,4.0,4.8,0.2,81.0
Kenny Tete,0,Fulham,1,0,19,3,1205,1150,1260,14.0,0.4,4.4,9.74,7.6,0.1,1.43,1.4,0.0,3.24,18.2,3.6,3.2,4.4,0.2,79.2
Kevin Danso,0,Spurs,0,0,12,5,1375,1400,1350,14.67,0.33,10.33,0.8,11.33,0.02,1.37,1.0,0.0,1.97,18.67,2.33,1.0,0.0,0.67,79.67
Kevin Danso,0,Spurs,3,1,13,3,1090,1080,1100,11.0,0.25,8.75,0.68,9.75,0.02,1.24,1.25,0.0,1.8,16.2,2.5,1.0,1.0,0.5,71.0
Kevin Danso,0,Spurs,3,0,14,3,1220,1180,1260,11.4,0.2,8.4,0.88,9.8,0.02,1.08,1.4,0.0,2.14,19.56,3.2,1.4,0.8,0.4,74.8
Kevin Danso,0,Spurs,7,0,18,3,1205,1150,1260,14.0,0.2,9.4,0.78,11.0,0.01,1.42,1.4,0.0,2.42,22.52,3.2,1.6,0.8,0.2,74.8
Kevin Danso,0,Spurs,1,0,23,3,1095,1090,1100,11.4,0.2,8.2,0.76,10.2,0.03,1.38,1.4,0.0,2.48,23.08,3.4,2.0,0.8,0.4,74.8
Kevin Santos Lopes de Macedo,1,Fulham,6,1,17,3,1100,1100,1100,7.0,0.67,1.67,10.7,3.67,0.17,0.5,0.67,0.0,3.77,8.67,1.67,0.33,18.33,0.0,73.33
Kevin Santos Lopes de Macedo,1,Fulham,3,0,18,3,1075,1050,1100,10.75,0.75,1.25,12.95,4.75,0.16,0.52,0.5,0.0,4.35,9.95,2.5,1.0,20.5,0.0,74.25
Kevin Santos Lopes de Macedo,1,Fulham,2,0,19,3,1205,1150,1260,9.0,0.8,1.0,11.02,4.2,0.15,0.57,0.4,0.0,3.94,8.56,2.4,0.8,19.8,0.0,73.0
Kevin Santos Lopes de Macedo,1,Fulham,1,1,23,3,1150,1090,1210,10.8,0.6,1.0,16.22,5.2,0.21,0.86,0.6,0.0,4.68,10.56,3.4,0.8,20.0,0.0,75.6
Kevin Schade,1,Brentford,2,0,5,3,1130,1140,1120,9.33,0.33,1.33,6.53,6.0,0.57,1.2,1.0,0.33,5.3,19.47,2.67,2.0,27.0,0.0,85.67
Kevin Schade,1,Brentford,4,1,6,3,1135,1100,1170,8.75,0.25,1.0,7.72,5.75,0.49,1.16,1.5,0.25,4.72,16.1,2.75,2.0,23.5,0.0,86.75
Kevin Schade,1,Brentford,1,1,7,4,1250,1210,1290,10.8,0.2,1.2,9.42,5.8,0.41,1.34,1.4,0.2,4.78,14.6,2.8,1.8,23.8,0.2,87.4
Kevin Schade,1,Brentford,6,0,8,3,1075,1050,1100,9.6,0.0,0.8,10.92,4.8,0.4,1.32,1.6,0.2,4.7,13.32,2.0,2.0,22.8,0.4,89.8
Kevin Schade,1,Brentford,7,1,9,4,1230,1170,1290,14.6,0.2,1.2,13.44,5.6,0.3,1.1,1.4,0.2,5.7,16.64,2.4,2.0,26.8,0.4,90.0
Kevin Schade,1,Brentford,1,0,10,3,1205,1150,1260,15.4,0.2,1.2,23.38,6.0,0.34,1.2,1.2,0.2,6.38,17.96,3.2,1.6,22.4,0.6,87.6
Kevin Schade,1,Brentford,8,1,11,3,1160,1170,1150,14.6,0.2,1.6,21.58,6.0,0.29,1.14,1.0,0.2,5.98,17.48,3.0,1.4,20.6,0.8,87.6
Kevin Schade,1,Brentford,2,0,12,3,1160,1110,1210,15.8,0.2,1.6,20.8,6.6,0.35,0.81,1.0,0.4,6.88,22.64,3.8,1.2,25.2,0.6,87.6
Kevin Schade,1,Brentford,3,1,13,3,1055,1010,1100,16.6,0.2,1.6,18.24,7.6,0.37,0.89,1.2,0.4,6.76,22.4,5.0,1.0,26.8,0.4,87.6
Kevin Schade,1,Brentford,1,0,14,5,1375,1400,1350,14.0,0.2,2.2,20.8,7.4,0.29,0.85,1.2,0.4,6.06,21.08,4.4,0.8,18.6,0.4,84.4
Kevin Schade,1,Brentford,1,0,15,3,1175,1150,1200,9.6,0.2,2.6,10.8,6.8,0.17,0.61,1.2,0.2,4.58,13.88,3.4,0.8,21.0,0.2,80.6
Kevin Schade,1,Brentford,3,0,17,3,1085,1050,1120,10.2,0.2,3.2,10.64,7.2,0.17,0.91,1.2,0.2,4.66,15.32,3.0,1.0,20.6,0.2,80.6
Kevin Schade,1,Brentford,20,1,18,3,1150,1100,1200,8.0,0.4,3.2,11.02,6.4,0.2,1.08,1.0,0.0,4.44,11.0,2.2,1.0,22.4,0.2,80.6
Kevin Schade,1,Brentford,3,1,19,3,1165,1130,1200,19.2,0.4,3.8,9.38,6.2,0.77,1.38,0.8,0.6,8.12,32.2,1.6,0.8,39.6,0.2,80.6
Kevin Schade,1,Brentford,6,0,20,3,1130,1130,1130,19.2,0.4,2.8,5.24,5.8,0.76,1.51,0.8,0.6,7.32,29.64,2.0,1.0,38.4,0.2,81.6
Kevin Schade,1,Brentford,6,1,21,3,1100,1100,1100,23.2,0.6,2.8,7.32,7.0,0.76,1.51,0.6,0.6,7.9,33.92,2.8,1.4,37.8,0.2,82.4
Kevin Schade,1,Brentford,1,0,22,3,1190,1160,1220,25.4,0.8,2.0,16.08,6.6,0.97,1.42,0.2,0.6,9.78,37.32,3.4,1.2,44.4,0.0,82.4
Kevin Schade,1,Brentford,2,1,23,3,1100,1100,1100,23.0,0.6,1.8,13.58,6.2,0.97,1.48,0.6,0.6,9.28,35.2,3.2,1.2,44.0,0.2,80.6
Kevin Schade,1,Brentford,-2,0,24,3,1185,1170,1200,12.0,0.6,1.4,16.58,5.6,0.46,1.09,0.8,0.0,6.0,14.28,2.8,1.4,29.2,0.2,80.6
Ki-Jana Hoever,0,Wolves,1,0,10,3,1130,1140,1120,1.0,0.0,3.0,12.17,4.0,0.1,1.3,2.0,0.0,2.43,10.67,1.33,1.0,1.33,0.0,60.33
Ki-Jana Hoever,0,Wolves,0,1,15,3,1135,1100,1170,3.25,0.0,3.0,13.9,4.25,0.08,1.05,1.75,0.0,2.72,11.6,1.0,1.25,1.5,0.0,56.5
Ki-Jana Hoever,0,Wolves,4,1,17,3,1135,1100,1170,3.2,0.0,3.2,14.24,5.0,0.06,1.66,2.2,0.0,2.92,13.6,1.6,1.8,1.2,0.0,62.2
Kieran Trippier,0,Newcastle,8,1,4,3,1070,1050,1090,15.0,0.67,1.33,15.8,1.67,0.05,0.38,0.67,0.0,2.1,4.87,4.0,0.33,0.67,0.0,75.33
Kieran Trippier,0,Newcastle,6,1,7,3,1100,1100,1100,19.25,0.75,1.5,32.38,2.0,0.09,0.41,0.5,0.0,4.22,9.2,4.75,0.5,1.0,0.0,79.0
Kieran Trippier,0,Newcastle,1,0,8,3,1160,1110,1210,20.0,0.8,1.8,34.74,2.6,0.1,0.39,0.4,0.0,4.64,11.08,4.4,0.8,0.8,0.0,81.2
Kieran Trippier,0,Newcastle,2,1,9,3,1090,1080,1100,16.4,0.6,1.4,34.4,2.6,0.11,0.53,0.8,0.0,4.74,12.28,3.8,1.2,0.8,0.0,81.2
Kieran Trippier,0,Newcastle,0,0,11,3,1175,1110,1240,20.6,0.6,2.6,38.32,4.2,0.14,0.77,0.6,0.0,5.62,17.12,4.0,1.6,0.8,0.0,84.2
Kieran Trippier,0,Newcastle,6,0,22,3,1085,1050,1120,16.0,0.4,3.0,36.5,4.6,0.15,1.17,1.2,0.0,5.52,18.4,4.6,1.6,0.4,0.2,90.0
Kieran Trippier,0,Newcastle,1,1,23,3,1145,1150,1140,14.8,0.4,3.0,26.24,4.6,0.19,1.13,1.2,0.0,4.3,16.6,3.6,1.6,0.2,0.2,90.0
Kieran Trippier,0,Newcastle,1,0,24,4,1265,1210,1320,12.2,0.2,2.8,22.18,4.4,0.2,1.31,1.6,0.0,3.9,16.68,4.2,1.6,0.2,0.2,90.0
Kiernan Dewsbury-Hall,1,Everton,2,1,4,3,1145,1150,1140,26.0,0.33,1.0,41.93,5.0,0.35,1.87,1.0,0.33,7.4,24.93,3.0,1.0,7.0,0.67,90.0
Kiernan Dewsbury-Hall,1,Everton,1,0,5,4,1265,1210,1320,22.25,0.5,0.75,38.52,5.75,0.34,1.54,0.75,0.25,6.78,21.05,3.5,1.5,8.0,0.75,90.0
Kiernan Dewsbury-Hall,1,Everton,1,1,6,3,1075,1050,1100,18.8,0.4,0.8,36.72,5.6,0.33,1.41,1.0,0.2,6.44,18.52,3.2,1.6,9.0,0.8,90.0
Kiernan Dewsbury-Hall,1,Everton,2,0,8,4,1305,1230,1380,18.0,0.4,1.2,34.64,6.4,0.32,1.23,1.0,0.2,6.36,16.88,4.0,1.2,12.0,1.0,90.0
Kiernan Dewsbury-Hall,1,Everton,2,1,9,3,1165,1130,1200,16.8,0.2,1.0,24.6,6.4,0.29,1.05,1.4,0.2,5.3,16.32,4.0,1.4,12.0,0.8,89.0
Kiernan Dewsbury-Hall,1,Everton,2,0,10,3,1145,1120,1170,8.8,0.2,1.0,18.1,5.4,0.31,1.24,1.6,0.0,3.4,5.28,3.2,1.2,10.6,0.6,89.0
Kiernan Dewsbury-Hall,1,Everton,9,1,11,3,1090,1080,1100,8.4,0.0,1.6,16.58,5.0,0.27,1.35,1.8,0.0,3.24,5.72,2.6,0.8,10.2,0.4,87.4
Kiernan Dewsbury-Hall,1,Everton,13,0,12,3,1205,1150,1260,14.2,0.2,1.8,17.5,6.8,0.32,1.25,1.4,0.0,3.6,10.4,3.4,1.6,8.2,0.2,87.0
Kiernan Dewsbury-Hall,1,Everton,7,1,13,3,1160,1170,1150,19.6,0.4,2.4,16.62,7.4,0.3,1.27,1.2,0.2,4.36,18.84,3.2,1.8,8.2,0.0,86.4
Kiernan Dewsbury-Hall,1,Everton,3,0,14,3,1220,1240,1200,24.0,0.4,2.6,19.42,8.8,0.45,1.35,1.6,0.4,6.42,26.48,4.0,2.2,18.4,0.0,87.4
Kiernan Dewsbury-Hall,1,Everton,16,1,15,3,1100,1100,1100,24.4,0.6,2.8,18.5,10.2,0.31,1.03,1.0,0.4,6.3,27.76,5.0,2.4,16.8,0.0,87.4
Kiernan Dewsbury-Hall,1,Everton,1,0,16,3,1190,1160,1220,31.4,0.8,3.4,15.3,12.0,0.32,0.92,0.8,0.6,7.1,34.56,5.6,3.0,21.2,0.0,89.0
Kiernan Dewsbury-Hall,1,Everton,2,0,24,3,1160,1110,1210,25.2,0.6,3.0,8.86,9.4,0.22,0.85,0.8,0.6,5.78,28.44,4.4,2.0,20.6,0.0,74.4
Konstantinos Mavropanos,0,West Ham,1,0,6,3,1130,1130,1130,12.33,0.33,9.0,0.53,9.33,0.1,1.44,1.67,0.0,3.63,22.87,3.0,0.33,13.0,0.0,90.0
Konstantinos Mavropanos,0,West Ham,3,0,7,5,1375,1400,1350,10.75,0.25,8.25,0.6,8.75,0.12,1.27,1.5,0.0,3.42,20.0,3.0,0.5,13.75,0.25,90.0
